step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,nameOrig_outDegree,nameDest_inDegree,HourOfDay,DayOfWeek,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,account_age_steps,txn_amount_vs_historical_avg,orig_community_id,dest_community_id,is_cross_community_txn,payee_past_fraud_ratio,is_single_path_transfer,isComplexFraud,avg_txn_amount_last_5,txn_count_orig,is_night_txn,is_weekend,orig_balance_change,dest_balance_change,txn_vs_orig_balance,txn_vs_dest_balance,degree_ratio,is_cross_community_txn_num,is_single_path_transfer_num,transaction_type,fraud_type
202,CASH_IN,306794.85,C844007033,20147926.86,20454721.71,C261560335,2115864.27,1809069.42,0,0,1,1,10,1,1,0,0,0,0,0,1.0,174345,174345,0,0.0,0,0,0,1,0,0,-0.015227118,-0.144997415,0.015227118,0.144997415,1.0,0,0,credit,Normal
322,PAYMENT,7761.03,C58988644,236222.33,228461.3,M658973675,0.0,0.0,0,0,1,1,10,6,0,0,0,1,0,0,1.0,318102,318102,0,0.0,0,0,0,1,0,1,0.032854769,0.0,0.032854769,7761030000.0,1.0,0,0,upi,Normal
301,CASH_IN,145801.01,C1119567522,23095.0,168896.01,C825299799,7453266.32,7307465.32,0,0,1,2,13,5,1,0,0,0,0,0,1.0,294169,294169,0,0.0,0,0,0,1,0,1,-6.313098506,-0.019562027,6.313098506,0.019562029,0.666666667,0,0,credit,Normal
16,CASH_OUT,306887.14,C1758284005,0.0,0.0,C772456947,480881.4,632725.56,0,0,1,4,16,0,0,1,0,0,0,0,1.0,8125,8125,0,0.0,0,0,0,1,0,0,0.0,0.315762182,306887000000.0,0.638176357,0.4,0,0,debit,Normal
370,CASH_IN,237309.31,C500037365,647173.0,884482.31,C847862265,0.0,0.0,0,0,1,1,10,1,1,0,0,0,0,0,1.0,374288,374288,0,0.0,0,0,0,1,0,0,-0.366686048,0.0,0.366686048,237309000000.0,1.0,0,0,credit,Normal
397,CASH_IN,136477.31,C180857079,7988886.78,8125364.09,C537707832,644887.6,508410.29,0,0,1,3,13,2,1,0,0,0,0,0,1.0,174697,174697,0,0.0,0,0,0,1,0,0,-0.017083395,-0.211629608,0.017083395,0.211629608,0.5,0,0,credit,Normal
228,TRANSFER,1323909.85,C174356762,1323909.85,0.0,C1545375198,0.0,0.0,1,0,1,2,12,2,0,0,0,0,1,0,1.0,208740,208740,0,0.5,0,0,0,1,0,0,1.0,0.0,1.0,1323910000000.0,0.666666667,0,0,transfer,Fake Transfer Fraud
11,PAYMENT,6290.69,C1005974513,0.0,0.0,M80854030,0.0,0.0,0,0,1,1,11,0,0,0,0,1,0,0,1.0,9592,9592,0,0.0,0,0,0,1,0,0,0.0,0.0,6290690000.0,6290690000.0,1.0,0,0,upi,Normal
580,TRANSFER,2925111.67,C542286899,2925111.67,0.0,C1537390237,0.0,0.0,1,0,1,1,4,3,0,0,0,0,1,0,1.0,444813,444813,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,2925110000000.0,1.0,0,0,transfer,Fake Transfer Fraud
44,CASH_OUT,6496.01,C859885015,0.0,0.0,C1081752385,587229.12,593725.13,0,0,1,3,20,1,0,1,0,0,0,0,1.0,71155,71155,0,0.0,0,0,0,1,0,0,0.0,0.011062139,6496010000.0,0.011062139,0.5,0,0,debit,Normal
395,CASH_OUT,54301.63,C83059861,0.0,0.0,C573567054,3518756.58,3573058.21,0,0,1,4,11,2,0,1,0,0,0,0,1.0,73237,73237,0,0.0,0,0,0,1,0,0,0.0,0.015432051,54301630000.0,0.015432051,0.4,0,0,debit,Normal
161,CASH_OUT,146558.85,C247959774,0.0,0.0,C1550704330,2751197.36,2897756.21,0,0,1,4,17,6,0,1,0,0,0,0,1.0,20427,20427,0,0.0,0,0,0,1,0,1,0.0,0.053270933,146559000000.0,0.053270933,0.4,0,0,debit,Normal
546,PAYMENT,22683.75,C1490929875,0.0,0.0,M323632339,0.0,0.0,0,0,1,1,18,1,0,0,0,1,0,0,1.0,440881,440881,0,0.0,0,0,0,1,0,0,0.0,0.0,22683750000.0,22683750000.0,1.0,0,0,upi,Normal
251,PAYMENT,18473.61,C600301035,854.0,0.0,M1154472039,0.0,0.0,0,0,1,1,11,3,0,0,0,1,0,0,1.0,236234,236234,0,0.0,0,0,0,1,0,0,0.999999999,0.0,21.6318618,18473610000.0,1.0,0,0,upi,Normal
36,PAYMENT,15545.99,C816465376,1602.0,0.0,M1835707977,0.0,0.0,0,0,1,1,12,1,0,0,0,1,0,0,1.0,49771,49771,0,0.0,0,0,0,1,0,0,0.999999999,0.0,9.704113602,15545990000.0,1.0,0,0,upi,Normal
321,CASH_IN,271845.21,C1103843532,11505790.3,11777635.51,C1295139324,892832.1,620986.89,0,0,1,2,9,6,1,0,0,0,0,0,1.0,169076,169076,0,0.0,0,0,0,1,0,1,-0.023626818,-0.304475175,0.023626818,0.304475175,0.666666667,0,0,credit,Normal
426,CASH_OUT,99804.21,C832632407,99804.21,0.0,C608557779,77105.84,176910.05,1,0,1,1,18,3,0,1,0,0,0,0,1.0,429997,429997,0,1.0,0,0,0,1,0,0,1.0,1.294379388,1.0,1.294379388,1.0,0,0,debit,Account Takeover Fraud
325,TRANSFER,165191.58,C1047937553,11028.0,0.0,C1525348049,0.0,165191.58,0,0,1,2,13,6,0,0,0,0,1,0,1.0,323235,323235,0,0.0,0,0,0,1,0,1,1.0,165192000000.0,14.97928727,165192000000.0,0.666666667,0,0,transfer,Normal
404,CASH_OUT,126061.45,C2053276181,126061.45,0.0,C1635495896,20438677.48,20564738.93,1,0,1,4,20,2,0,1,0,0,0,0,1.0,54358,54358,0,0.25,0,0,0,1,0,0,1.0,0.006167789,1.0,0.006167789,0.4,0,0,debit,Account Takeover Fraud
277,CASH_OUT,184022.1,C2072465081,8447.0,0.0,C1101169983,57249.25,241271.35,0,0,1,1,13,4,0,1,0,0,0,0,1.0,265651,265651,0,0.0,0,0,0,1,0,0,1.0,3.214401935,21.78549781,3.214401935,1.0,0,0,debit,Normal
164,PAYMENT,1311.89,C1128329103,738094.0,736782.11,M1348468949,0.0,0.0,0,0,1,1,20,6,0,0,0,1,0,0,0.999999999,133597,133597,0,0.0,0,0,0,1,0,1,0.001777402,0.0,0.001777402,1311890000.0,1.0,0,0,upi,Normal
287,TRANSFER,2452665.48,C99218938,0.0,0.0,C1913342569,8948978.25,11401643.73,0,0,1,3,23,4,0,0,0,0,1,0,1.0,18684,18684,0,0.0,0,0,0,1,0,0,0.0,0.274072124,2452670000000.0,0.274072124,0.5,0,0,transfer,Normal
394,TRANSFER,1303543.6,C1805392616,1303543.6,0.0,C1545532568,0.0,0.0,1,0,1,1,10,2,0,0,0,0,1,0,1.0,401366,401366,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,1303540000000.0,1.0,0,0,transfer,Fake Transfer Fraud
37,CASH_OUT,180967.56,C1196784232,180967.56,0.0,C165922010,95280.53,276248.1,1,0,1,2,13,1,0,1,0,0,0,0,1.0,17395,17395,0,0.5,0,0,0,1,0,0,1.0,1.899313217,1.0,1.899313113,0.666666667,0,0,debit,Account Takeover Fraud
158,CASH_OUT,119762.76,C1165665351,0.0,0.0,C1334240794,6320299.64,6440062.39,0,0,1,10,14,6,0,1,0,0,0,0,1.0,3602,3602,0,0.0,0,0,0,1,0,1,0.0,0.018948904,119763000000.0,0.018948905,0.181818182,0,0,debit,Normal
254,CASH_IN,140358.68,C1987699222,1884173.19,2024531.87,C15754349,7304388.55,7164029.87,0,0,1,1,14,3,1,0,0,0,0,0,1.0,241358,241358,0,0.0,0,0,0,1,0,0,-0.074493513,-0.019215665,0.074493513,0.019215665,1.0,0,0,credit,Normal
21,CASH_OUT,148746.48,C403683917,44426.0,0.0,C1990458807,837856.96,986603.44,0,0,1,5,21,0,0,1,0,0,0,0,1.0,37209,37209,0,0.0,0,0,0,1,0,0,1.0,0.177532069,3.348185297,0.177532069,0.333333333,0,0,debit,Normal
129,CASH_OUT,291368.24,C1747362978,0.0,0.0,C1527587558,378796.11,853037.89,0,0,1,3,9,5,0,1,0,0,0,0,1.0,48820,48820,0,0.0,0,0,0,1,0,1,0.0,1.251971093,291368000000.0,0.769195439,0.5,0,0,debit,Normal
186,CASH_OUT,638835.39,C858725626,0.0,0.0,C723579517,2398341.75,3037177.14,0,0,1,3,18,0,0,1,0,0,0,0,1.0,8124,8124,0,0.0,0,0,0,1,0,0,0.0,0.266365454,638835000000.0,0.266365454,0.5,0,0,debit,Normal
133,TRANSFER,53337.21,C1103743842,0.0,0.0,C1022881594,65556.87,118894.08,0,0,1,2,13,5,0,0,0,0,1,0,1.0,88746,88746,0,0.0,0,0,0,1,0,1,0.0,0.813602144,53337210000.0,0.813602144,0.666666667,0,0,transfer,Normal
38,CASH_IN,65723.97,C935214098,0.0,65723.97,C1182306282,77348.86,11624.89,0,0,1,3,14,1,1,0,0,0,0,0,1.0,56253,56253,0,0.0,0,0,0,1,0,0,-65723970000.0,-0.849708321,65723970000.0,0.849708321,0.5,0,0,credit,Normal
11,PAYMENT,16135.88,C180730615,0.0,0.0,M109302975,0.0,0.0,0,0,1,1,11,0,0,0,0,1,0,0,1.0,9282,9282,0,0.0,0,0,0,1,0,0,0.0,0.0,16135880000.0,16135880000.0,1.0,0,0,upi,Normal
155,CASH_OUT,215807.83,C2036984426,34599.0,0.0,C1249360501,604612.22,820420.05,0,0,1,2,11,6,0,1,0,0,0,0,1.0,113259,113259,0,0.0,0,0,0,1,0,1,1.0,0.356935938,6.237400792,0.356935938,0.666666667,0,0,debit,Normal
35,CASH_OUT,319839.74,C2123483513,96574.0,0.0,C91592377,248613.26,568453.0,0,0,1,2,11,1,0,1,0,0,0,0,1.0,48871,48871,0,0.0,0,0,0,1,0,0,1.0,1.286495097,3.311861785,1.286495097,0.666666667,0,0,debit,Normal
203,TRANSFER,841988.63,C780798240,0.0,0.0,C2041218989,1255347.65,2138132.55,0,0,1,2,11,1,0,0,0,0,1,0,1.0,176655,176655,0,0.0,0,0,0,1,0,0,0.0,0.703219463,841989000000.0,0.670721477,0.666666667,0,0,transfer,Normal
375,CASH_OUT,99646.54,C818283968,20517.0,0.0,C1211215309,113898.05,213544.59,0,0,1,2,15,1,0,1,0,0,0,0,1.0,383742,383742,0,0.0,0,0,0,1,0,0,1.0,0.874874855,4.856779256,0.874874855,0.666666667,0,0,debit,Normal
22,TRANSFER,379878.0,C336424141,379878.0,0.0,C404961694,0.0,0.0,1,0,1,3,22,0,0,0,0,0,1,0,1.0,41587,41587,0,0.333333333,0,0,0,1,0,0,1.0,0.0,1.0,379878000000.0,0.5,0,0,transfer,Fake Transfer Fraud
398,TRANSFER,1880906.61,C520065787,194647.3,0.0,C1942066698,2806130.05,4687036.66,0,0,1,4,14,2,0,0,0,0,1,0,1.0,11040,11040,0,0.0,0,0,0,1,0,0,1.0,0.670284904,9.663152841,0.670284904,0.4,0,0,transfer,Normal
347,TRANSFER,930517.66,C2040953826,0.0,0.0,C386426623,4834572.37,5765090.03,0,0,1,2,11,0,0,0,0,0,1,0,1.0,300315,300315,0,0.0,0,0,0,1,0,0,0.0,0.192471555,930518000000.0,0.192471555,0.666666667,0,0,transfer,Normal
203,TRANSFER,112647.15,C677153544,0.0,0.0,C1928332904,3103999.7,3773116.82,0,0,1,4,11,1,0,0,0,0,1,0,1.0,4174,4174,0,0.0,0,0,0,1,0,0,0.0,0.215566103,112647000000.0,0.036290967,0.4,0,0,transfer,Normal
234,CASH_OUT,218353.29,C1273409280,0.0,0.0,C2139425330,227030.28,445383.58,0,0,1,2,18,2,0,1,0,0,0,0,1.0,154105,154105,0,0.0,0,0,0,1,0,0,0.0,0.961780517,218353000000.0,0.961780473,0.666666667,0,0,debit,Normal
43,PAYMENT,9042.14,C735221179,0.0,0.0,M1682295047,0.0,0.0,0,0,1,1,19,1,0,0,0,1,0,0,1.0,66951,66951,0,0.0,0,0,0,1,0,0,0.0,0.0,9042140000.0,9042140000.0,1.0,0,0,upi,Normal
34,CASH_OUT,258663.72,C500802879,0.0,0.0,C540326166,6488608.67,6936935.26,0,0,1,4,10,1,0,1,0,0,0,0,1.0,14875,14875,0,0.0,0,0,0,1,0,0,0.0,0.06909441,258664000000.0,0.039864281,0.4,0,0,debit,Normal
621,CASH_OUT,425861.93,C2103073329,425861.93,0.0,C686334805,203280.85,629142.78,1,0,1,1,21,4,0,1,0,0,0,0,1.0,449895,449895,0,1.0,0,0,0,1,0,0,1.0,2.09494367,1.0,2.09494367,1.0,0,0,debit,Account Takeover Fraud
324,PAYMENT,14280.97,C1217336065,195783.85,181502.88,M1037663442,0.0,0.0,0,0,1,1,12,6,0,0,0,1,0,0,1.0,321155,321155,0,0.0,0,0,0,1,0,1,0.072942533,0.0,0.072942533,14280970000.0,1.0,0,0,upi,Normal
298,PAYMENT,60566.05,C1980170933,11369.0,0.0,M2046718630,0.0,0.0,0,0,1,1,10,5,0,0,0,1,0,0,1.0,288095,288095,0,0.0,0,0,0,1,0,1,1.0,0.0,5.327297915,60566050000.0,1.0,0,0,upi,Normal
211,TRANSFER,1330802.24,C171693930,1330802.24,0.0,C678151847,0.0,0.0,1,0,1,1,19,1,0,0,0,0,1,0,1.0,194968,194968,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,1330800000000.0,1.0,0,0,transfer,Fake Transfer Fraud
347,TRANSFER,601528.37,C605708630,0.0,0.0,C1637934328,1550897.45,2152425.81,0,0,1,3,11,0,0,0,0,0,1,0,1.0,244561,244561,0,0.0,0,0,0,1,0,0,0.0,0.387858243,601528000000.0,0.387858249,0.5,0,0,transfer,Normal
382,CASH_OUT,188899.83,C1391214454,20121.0,0.0,C1395211493,173132.21,362032.03,0,0,1,1,22,1,0,1,0,0,0,0,1.0,397310,397310,0,0.0,0,0,0,1,0,0,1.0,1.091072655,9.388192932,1.091072713,1.0,0,0,debit,Normal
47,CASH_OUT,61487.67,C2064498880,61487.67,0.0,C1457751793,0.0,61487.67,1,0,1,2,23,1,0,1,0,0,0,0,1.0,74187,74187,0,0.5,0,0,0,1,0,0,1.0,61487670000.0,1.0,61487670000.0,0.666666667,0,0,debit,Account Takeover Fraud
141,CASH_OUT,453951.93,C1920067619,0.0,0.0,C812360425,1259838.86,1713790.78,0,0,1,4,21,5,0,1,0,0,0,0,1.0,26078,26078,0,0.0,0,0,0,1,0,1,0.0,0.360325383,453952000000.0,0.360325391,0.4,0,0,debit,Normal
260,CASH_IN,72821.71,C122926055,21323.0,94144.71,C502537291,0.0,0.0,0,0,1,2,20,3,1,0,0,0,0,0,1.0,230731,230731,0,0.0,0,0,0,1,0,0,-3.41517188,0.0,3.41517188,72821710000.0,0.666666667,0,0,credit,Normal
306,CASH_OUT,141597.15,C1750659807,20184.0,0.0,C1605250653,1830763.01,1972360.16,0,0,1,4,18,5,0,1,0,0,0,0,1.0,121133,121133,0,0.0,0,0,0,1,0,1,1.0,0.077343244,7.015316587,0.077343244,0.4,0,0,debit,Normal
348,PAYMENT,7815.53,C33332317,136.0,0.0,M553883354,0.0,0.0,0,0,1,1,12,0,0,0,0,1,0,0,1.0,350089,350089,0,0.0,0,0,0,1,0,0,0.999999993,0.0,57.46713193,7815530000.0,1.0,0,0,upi,Normal
36,CASH_OUT,172898.53,C1319936584,0.0,0.0,C1172814480,3099223.1,3708539.51,0,0,1,4,12,1,0,1,0,0,0,0,1.0,50301,50301,0,0.0,0,0,0,1,0,0,0.0,0.196602952,172899000000.0,0.0557877,0.4,0,0,debit,Normal
378,CASH_IN,460221.9,C2064287845,8188695.3,8648917.2,C1119080024,678528.37,218306.48,0,0,1,2,18,1,1,0,0,0,0,0,1.0,316167,316167,0,0.0,0,0,0,1,0,0,-0.056202103,-0.678264772,0.056202103,0.678264786,0.666666667,0,0,credit,Normal
326,CASH_OUT,188963.37,C1613481034,0.0,0.0,C937567298,362961.34,551924.71,0,0,1,1,14,6,0,1,0,0,0,0,1.0,325816,325816,0,0.0,0,0,0,1,0,1,0.0,0.520615694,188963000000.0,0.520615694,1.0,0,0,debit,Normal
328,PAYMENT,11660.97,C1458880887,0.0,0.0,M1609162313,0.0,0.0,0,0,1,1,16,6,0,0,0,1,0,0,1.0,328429,328429,0,0.0,0,0,0,1,0,1,0.0,0.0,11660970000.0,11660970000.0,1.0,0,0,upi,Normal
161,TRANSFER,437844.45,C283424015,2671.0,0.0,C1926740200,2832229.69,3270074.14,0,0,1,4,17,6,0,0,0,0,1,0,1.0,75898,75898,0,0.0,0,0,0,1,0,1,1.0,0.154593553,163.9252901,0.154593553,0.4,0,0,transfer,Normal
156,CASH_OUT,260319.79,C1772474301,30934.0,0.0,C1226880851,205239.77,465559.56,0,0,1,2,12,6,0,1,0,0,0,0,1.0,115028,115028,0,0.0,0,0,0,1,0,1,1.0,1.268369137,8.415329087,1.268369137,0.666666667,0,0,debit,Normal
328,CASH_OUT,226595.9,C1720543532,3411.67,0.0,C913189649,609838.97,836434.86,0,0,1,2,16,6,0,1,0,0,0,0,1.0,328828,328828,0,0.0,0,0,0,1,0,1,1.0,0.37156676,66.4178833,0.371566776,0.666666667,0,0,debit,Normal
260,CASH_OUT,71288.54,C1783143437,53517.0,0.0,C1319939846,0.0,71288.54,0,0,1,1,20,3,0,1,0,0,0,0,1.0,255953,255953,0,0.0,0,0,0,1,0,0,1.0,71288540000.0,1.332072799,71288540000.0,1.0,0,0,debit,Normal
178,CASH_OUT,236467.08,C257864025,6002.0,0.0,C1001299514,31109.85,267576.93,0,0,1,1,10,0,0,1,0,0,0,0,1.0,142053,142053,0,0.0,0,0,0,1,0,0,1.0,7.601035685,39.39804731,7.601035685,1.0,0,0,debit,Normal
13,CASH_OUT,109487.26,C1011887528,61738.0,0.0,C1563929103,1760889.16,1870376.42,0,0,1,4,13,0,0,1,0,0,0,0,1.0,14366,14366,0,0.0,0,0,0,1,0,0,1.0,0.062177258,1.773417668,0.062177258,0.4,0,0,debit,Normal
327,CASH_OUT,36653.55,C567154770,0.0,0.0,C936487058,4462756.91,4499410.46,0,0,1,2,15,6,0,1,0,0,0,0,1.0,327330,327330,0,0.0,0,0,0,1,0,1,0.0,0.008213208,36653550000.0,0.008213208,0.666666667,0,0,debit,Normal
690,CASH_OUT,3887853.15,C594531860,3887853.15,0.0,C1303439903,3977835.62,7865688.77,1,0,1,1,18,0,0,1,0,0,0,0,1.0,454005,454005,0,1.0,0,0,0,1,0,0,1.0,0.977379038,1.0,0.977379038,1.0,0,0,debit,Account Takeover Fraud
351,PAYMENT,17364.68,C1774384847,51303.0,33938.32,M1876236876,0.0,0.0,0,0,1,1,15,0,0,0,0,1,0,0,1.0,355374,355374,0,0.0,0,0,0,1,0,0,0.338472994,0.0,0.338472994,17364680000.0,1.0,0,0,upi,Normal
187,CASH_IN,180216.77,C1609765992,678013.74,858230.51,C1673074695,247943.32,12271.95,0,0,1,2,19,0,1,0,0,0,0,0,1.0,164421,164421,0,0.0,0,0,0,1,0,0,-0.265801059,-0.950505019,0.265801059,0.726846644,0.666666667,0,0,credit,Normal
372,CASH_IN,173981.28,C1785444545,20838889.69,21012870.97,C114809644,3315753.81,3141772.53,0,0,1,5,12,1,1,0,0,0,0,0,1.0,17786,17786,0,0.0,0,0,0,1,0,0,-0.008348875,-0.052471109,0.008348875,0.052471109,0.333333333,0,0,credit,Normal
12,CASH_OUT,75004.8,C1638306821,18676.0,0.0,C1914690137,182135.33,257140.13,0,0,1,3,12,0,0,1,0,0,0,0,1.0,8302,8302,0,0.0,0,0,0,1,0,0,1.0,0.411808077,4.016106232,0.411808077,0.5,0,0,debit,Normal
531,TRANSFER,834203.65,C558321458,834203.65,0.0,C1072132804,0.0,0.0,1,0,1,1,3,1,0,0,0,0,1,0,1.0,438683,438683,0,1.0,0,0,0,1,1,0,1.0,0.0,1.0,834204000000.0,1.0,0,0,transfer,Fake Transfer Fraud
304,CASH_IN,149501.25,C872705323,48688.58,198189.83,C1115497341,1652278.83,1502777.58,0,0,1,4,16,5,1,0,0,0,0,0,1.0,79908,79908,0,0.0,0,0,0,1,0,1,-3.070560899,-0.090481853,3.070560899,0.090481853,0.4,0,0,credit,Normal
569,CASH_OUT,176626.77,C2077002700,176626.77,0.0,C1412132938,3939114.73,4115741.5,1,0,1,2,17,2,0,1,0,0,0,0,1.0,337167,337167,0,0.5,0,0,0,1,0,0,1.0,0.044839204,1.0,0.044839204,0.666666667,0,0,debit,Account Takeover Fraud
38,CASH_OUT,436044.67,C1708982732,354.0,0.0,C1958514054,0.0,436044.67,0,0,1,2,14,1,0,1,0,0,0,0,1.0,55705,55705,0,0.0,0,0,0,1,0,0,0.999999997,436045000000.0,1231.764601,436045000000.0,0.666666667,0,0,debit,Normal
302,CASH_IN,397279.85,C1727779472,3205043.56,3602323.4,C1548070322,5822953.47,5425673.62,0,0,1,3,14,5,1,0,0,0,0,0,1.0,96067,96067,0,0.0,0,0,0,1,0,1,-0.123954584,-0.06822652,0.123954587,0.06822652,0.5,0,0,credit,Normal
634,CASH_OUT,26153.82,C129898759,26153.82,0.0,C127351954,0.0,26153.82,1,0,1,1,10,5,0,1,0,0,0,0,1.0,449966,449966,0,1.0,0,0,0,1,0,1,1.0,26153820000.0,1.0,26153820000.0,1.0,0,0,debit,Account Takeover Fraud
322,CASH_OUT,62939.17,C1097163557,174743.0,111803.83,C715747929,0.0,62939.17,0,0,1,1,10,6,0,1,0,0,0,0,1.0,317327,317327,0,0.0,0,0,0,1,0,1,0.360181352,62939170000.0,0.360181352,62939170000.0,1.0,0,0,debit,Normal
709,CASH_OUT,87541.41,C491289068,87541.41,0.0,C452558889,0.0,87541.41,1,0,1,2,13,1,0,1,0,0,0,0,1.0,256111,256111,0,0.5,0,0,0,1,0,0,1.0,87541410000.0,1.0,87541410000.0,0.666666667,0,0,debit,Account Takeover Fraud
9,PAYMENT,9274.04,C26175020,5080.0,0.0,M856211818,0.0,0.0,0,0,1,1,9,0,0,0,0,1,0,0,1.0,4035,4035,0,0.0,0,0,0,1,0,0,1.0,0.0,1.825598425,9274040000.0,1.0,0,0,upi,Normal
306,CASH_OUT,5661.55,C1095838356,3068.0,0.0,C1266426776,2720145.37,2725806.92,0,0,1,4,18,5,0,1,0,0,0,0,1.0,137611,137611,0,0.0,0,0,0,1,0,1,1.0,0.002081341,1.84535528,0.002081341,0.4,0,0,debit,Normal
323,TRANSFER,25761.04,C1899367925,25761.04,0.0,C2085710932,0.0,0.0,1,0,2,1,11,6,0,0,0,0,1,22,1.453960528,293132,293132,0,1.0,0,0,0,1,0,1,1.0,0.0,1.0,25761040000.0,1.5,0,0,transfer,Fake Transfer Fraud
287,TRANSFER,1796406.6,C895738872,1796406.6,0.0,C1872912414,0.0,0.0,1,0,1,1,23,4,0,0,0,0,1,0,1.0,284297,284297,0,1.0,0,0,0,1,0,0,1.0,0.0,1.0,1796410000000.0,1.0,0,0,transfer,Fake Transfer Fraud
325,PAYMENT,33725.45,C1620963592,186.0,0.0,M1388824725,0.0,0.0,0,0,1,1,13,6,0,0,0,1,0,0,1.0,322849,322849,0,0.0,0,0,0,1,0,1,0.999999995,0.0,181.3196227,33725450000.0,1.0,0,0,upi,Normal
14,CASH_OUT,307451.04,C2059433357,0.0,0.0,C1154845843,686940.58,1472101.59,0,0,1,4,14,0,0,1,0,0,0,0,1.0,18567,18567,0,0.0,0,0,0,1,0,0,0.0,1.142982425,307451000000.0,0.447565698,0.4,0,0,debit,Normal
281,PAYMENT,5476.83,C1104080629,10261.0,4784.17,M1813693369,0.0,0.0,0,0,1,1,17,4,0,0,0,1,0,0,1.0,274802,274802,0,0.0,0,0,0,1,0,0,0.533752071,0.0,0.533752071,5476830000.0,1.0,0,0,upi,Normal
304,CASH_OUT,212594.73,C2006099089,0.0,0.0,C650125934,1955221.19,2167815.92,0,0,1,1,16,5,0,1,0,0,0,0,1.0,300517,300517,0,0.0,0,0,0,1,0,1,0.0,0.108731805,212595000000.0,0.108731805,1.0,0,0,debit,Normal
250,CASH_OUT,150615.47,C307827097,21281.0,0.0,C1264545018,1237574.85,1388190.32,0,0,1,5,10,3,0,1,0,0,0,0,1.0,197939,197939,0,0.0,0,0,0,1,0,0,1.0,0.12170211,7.077462055,0.12170211,0.333333333,0,0,debit,Normal
370,CASH_OUT,77738.56,C1818081633,4182.0,0.0,C279066899,663249.92,740988.48,0,0,1,2,10,1,0,1,0,0,0,0,1.0,373353,373353,0,0.0,0,0,0,1,0,0,1.0,0.117208548,18.58884744,0.117208548,0.666666667,0,0,debit,Normal
180,CASH_OUT,43503.68,C861969368,124084.42,80580.74,C407792911,664161.12,707664.8,0,0,1,4,12,0,0,1,0,0,0,0,1.0,84870,84870,0,0.0,0,0,0,1,0,0,0.35059744,0.065501696,0.35059744,0.065501696,0.4,0,0,debit,Normal
351,CASH_OUT,9721.18,C1082339875,104556.0,94834.82,C2073627835,0.0,9721.18,0,0,1,1,15,0,0,1,0,0,0,0,1.0,356014,356014,0,0.0,0,0,0,1,0,0,0.092975822,9721180000.0,0.092975822,9721180000.0,1.0,0,0,debit,Normal
182,PAYMENT,198.83,C1430121783,0.0,0.0,M413193026,0.0,0.0,0,0,1,1,14,0,0,0,0,1,0,0,0.999999995,149299,149299,0,0.0,0,0,0,1,0,0,0.0,0.0,198830000.0,198830000.0,1.0,0,0,upi,Normal
306,CASH_IN,270003.17,C1784388426,31676.0,301679.17,C1328945162,150441.51,0.0,0,0,1,1,18,5,1,0,0,0,0,0,1.0,304850,304850,0,0.0,0,0,0,1,0,1,-8.523903586,-1.0,8.523903586,1.7947385,1.0,0,0,credit,Normal
14,CASH_OUT,94916.79,C587363825,1563.0,0.0,C1264654994,7888.0,86531.51,0,0,1,3,14,0,0,1,0,0,0,0,1.0,18308,18308,0,0.0,0,0,0,1,0,0,0.999999999,9.970019015,60.72731282,12.03306161,0.5,0,0,debit,Normal
157,PAYMENT,12108.71,C1242891622,9908.0,0.0,M855567069,0.0,0.0,0,0,1,1,13,6,0,0,0,1,0,0,1.0,118247,118247,0,0.0,0,0,0,1,0,1,1.0,0.0,1.222114453,12108710000.0,1.0,0,0,upi,Normal
251,CASH_OUT,48283.43,C798132049,0.0,0.0,C216869358,1729067.67,1777351.1,0,0,1,2,11,3,0,1,0,0,0,0,1.0,234132,234132,0,0.0,0,0,0,1,0,0,0.0,0.027924546,48283430000.0,0.027924546,0.666666667,0,0,debit,Normal
596,TRANSFER,728982.02,C1941417737,0.0,0.0,C2050167861,1507106.79,2236088.81,0,0,1,4,20,3,0,0,0,0,1,0,1.0,159437,159437,0,0.0,0,0,0,1,0,0,0.0,0.483696328,728982000000.0,0.483696328,0.4,0,0,transfer,Normal
358,CASH_OUT,361877.28,C930621718,361877.28,0.0,C392213931,380179.71,742056.99,1,0,1,1,22,0,0,1,0,0,0,0,1.0,370856,370856,0,1.0,0,0,0,1,0,0,1.0,0.951858478,1.0,0.951858478,1.0,0,0,debit,Account Takeover Fraud
323,TRANSFER,3068299.67,C1252727233,8909.0,0.0,C311811480,0.0,3068299.67,0,0,1,2,11,6,0,0,0,0,1,0,1.0,318577,318577,0,0.0,0,0,0,1,0,1,1.0,3068300000000.0,344.4044977,3068300000000.0,0.666666667,0,0,transfer,Normal
18,PAYMENT,8741.47,C1740452132,2295.0,0.0,M223999858,0.0,0.0,0,0,1,1,18,0,0,0,0,1,0,0,1.0,29917,29917,0,0.0,0,0,0,1,0,0,1.0,0.0,3.808919388,8741470000.0,1.0,0,0,upi,Normal
